"numero","titre","chapitre","section","contenu"
"949","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Quiconque enlève, déchire, recouvre ou altère par un procédé quelconque, de manière à les travestir ou à les rendre illisibles, des affiches apposées sur ordre de l'administration dans les emplacements réservés à celle-ci, est puni d'une amende de cinq mille (5.000) à cent mille (100.000) francs CFA. Si le délit prévu à l'alinéa précédent a été commis par un fonctionnaire ou un agent de l'autorité publique, la peine est d'une amende de dix mille (10.000) à deux cent mille (200.000) francs CFA."
"950","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Toute personne isolée ou en groupe reconnue coupable d'avoir apposé des affiches ou, par quelque procédé que ce soit, effectué des inscriptions, tracé des signes ou des dessins sur un bien meuble ou immeuble des domaines de l'Etat, des établissements publics, ou un bien affecté à l'exécution d'un service public, ainsi que quiconque, sans être propriétaire, usufruitier ou locataire d'un immeuble ou sans y être autorisé par une de ces personnes, y appose des affiches ou, par quelque procédé que ce soit, effectue des inscriptions, trace des signes ou dessins est punie d'une amende de dix mille (10.000) à deux cent mille (200.000) francs CFA."
"951","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","En cas de refus d'insertion ou de diffusion de la réponse malgré l'ordonnance de référé, le directeur de l'organe de publication ou de diffusion en cause est passible d'une amende de cinq cent mille (500.000) à un million (1 000 000) de francs CFA. Une suspension de parution ou d'émission de quinze (15) jours à trois (03) mois peut être prononcée contre l'organe en cause sans préjudice de la peine d'amende prévue à l'alinéa précédent."
"952","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Est considéré comme refus d'insertion et puni de la même peine, le fait de retrancher une partie de la réponse que la publication était tenue de reproduire."
"953","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Tout propriétaire d'un organe de presse, tout directeur d'une publication ou l'un de ses collaborateurs qui reçoit ou se fait promettre une somme d'argent ou tout autre avantage aux fins de travestir la publicité en information, est passible d'une peine d'amende d'un million (1.000.000) à cinq millions (5.000.000) de francs CFA."
"954","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Toute exploitation d'une station de radio ou de télévision avant l'obtention de l'autorisation dans les conditions prévues par la loi est passible d'une peine d'amende d'un million (1.000.000) à trois millions (3.000.000) de francs CFA."
"955","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","La diffusion ou la publication d'informations contraires à la réalité dans le but manifeste de manipuler les consciences ou de déformer l'information ou les faits, est passible d'une peine d'amende de cinq cent mille (500 000) à un million (1.000.000) de francs CFA, sans préjudice d'autres peines prévues par les dispositions législatives en vigueur. En cas de récidive, le maximum de la peine peut être appliqué."
"956","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Le directeur de la publication a l'obligation d'exiger tous les renseignements nécessaires sur les auteurs des articles publiés ou diffusés. Articles 957: Toute personne convaincue d'avoir prêté de quelque manière que ce soit son nom au propriétaire ou au commanditaire d'une publication visée à l'article 9 du code de la presse et de la communication est punie de trois (03) mois à deux (02) ans d'emprisonnement et d'une amende de cent mille (100.000) à cinq cent mille (500.000) francs CFA."
"958","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","La mise en vente, la distribution ou la reproduction des œuvres interdites, la publication ou la diffusion sous un titre différent d'une œuvre interdite, lorsqu'elles sont faites en connaissance de l'interdiction de l'œuvre, sont punies d'une peine d'emprisonnement d'un (01) à six (06) mois avec sursis et d'une amende de cinq cent mille (500.000) à un million (1.000.000) de francs CFA ou de l'une de ces deux peines."
"959","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Constitue un délit d'entrave à la liberté de la presse et de la communication tout fait de nature à empêcher l'impression ou la libre circulation de la presse ou à empêcher le journaliste d'exercer librement son activité. Est puni d'une peine d'emprisonnement d'un (01) à six (06) mois avec sursis ou d'une amende de un million (1.000.000) à cinq millions (5.000.000) de francs CFA ou de l'une de ces deux peines, quiconque se rend coupable de faits de cette nature. En cas de récidive, le maximum peut être appliqué cumulativement pour les deux peines."
"960","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Lorsque l'entrave à la liberté de la presse et de la communication est exercée avec violence sur le journaliste, le technicien de communication ou contre l'organisme de presse, les dispositions du présent code relatives aux violences volontaires, destructions et dégradations sont applicables. Sous-section 4 : Des infractions relatives au secteur des télécommunications et communications électroniques"
"961","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Est puni d'une peine d'emprisonnement de six (06) mois à deux (02) ans et d'une amende de cinquante millions (50.000.000) à cinq cent millions (500.000.000) de francs CFA ou de l'une de ces deux peines le fait: 1) d'établir, de faire établir, d'exploiter ou de faire exploiter un réseau de télécommunications, sans l'autorisation prévue par les dispositions législatives et réglementaires en vigueur, ou de le maintenir en violation d'une décision de suspension ou de retrait de cette autorisation; 2) de fournir ou de faire fournir au public le service de télécommunications, sans l'autorisation prévue par les dispositions législatives et réglementaires en vigueur, ou de le maintenir en violation d'une décision de suspension ou de retrait de cette autorisation; 3) d'établir, de faire établir, d'exploiter ou de faire exploiter un réseau ou un service libre qui n'emprunte pas le domaine radioélectrique en violation des obligations des conditions d'établissement et de l'obligation de déclaration prévues par les dispositions législatives et réglementaires en vigueur, ou de le maintenir en violation d'une décision de suspension ou d'arrêt; 4) d'établir, de faire établir, d'exploiter ou de faire exploiter des réseaux, installations ou équipements terminaux radioélectriques sans l'autorisation prévue par les dispositions législatives et réglementaires en vigueur ou en violation d'une décision de suspension ou de retrait de cette autorisation; 5) d'utiliser une fréquence radioélectrique, sans l'autorisation prévue par les dispositions législatives et réglementaires en vigueur ou en violation d'une décision de suspension ou de retrait de cette autorisation."
"962","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Est puni d'une peine d'amende de cinq millions (5.000.000) à cinquante millions (50.000.000) de francs CFA, le fait de fournir un service libre de télécommunications qui n'emprunte pas le domaine radioélectrique en violation des obligations des conditions d'établissement et de l'obligation de déclaration prévues par les dispositions législatives et réglementaires en vigueur, ou de le maintenir en violation d'une décision de suspension ou d'arrêt."
"963","DES INFRACTIONS ECONOMIQUES, BANCAIRES ET FINANCIERES","Du blanchiment","Des infractions relatives aux secteurs réglementés","Est puni d'une peine d'emprisonnement de deux (02) mois à deux (02) ans et d'une amende de dix millions (10.000.000). à cent millions (100.000.000) de francs CFA, ou de l'une de ces deux peines, quiconque transmet, sans autorisation, des informations ou correspondances d'un lieu à un autre, soit à l'aide d'appareil de télécommunications, soit par tout autre moyen défini par les dispositions législatives en vigueur."
